# M(MSol)        R(km)       nb_c(fm^-3)     cs2_c       mub_c(fm^-3) cs2_mub_Vavg  mub_cs2p_Vavg
5.828989363872486562e-01 1.314757365501296427e+01 2.434725886866652977e-01 1.601086628789800959e-01 1.013994290229748003e+03 1.578272438463204468e-04 2.801117015791839027e+00
6.077491826037715317e-01 1.310779767441948884e+01 2.478261019994493497e-01 1.682731475503573271e-01 1.016949600293230333e+03 1.653896623040487606e-04 2.809236805241567048e+00
6.335871780774545714e-01 1.307761080170322998e+01 2.522243407603119159e-01 1.768139310242154982e-01 1.020041310845628004e+03 1.732531354918313534e-04 2.817647311895886908e+00
6.604296454913241021e-01 1.305173930689811179e+01 2.566681093286264925e-01 1.857493875097259717e-01 1.023276124708289331e+03 1.814324872899751150e-04 2.826476408274115837e+00
6.882911759147342101e-01 1.303002497834334861e+01 2.611581406460277699e-01 1.950994197243028083e-01 1.026661076174161508e+03 1.899385992878847623e-04 2.835773298694865385e+00
7.171840395393066503e-01 1.301774222800788294e+01 2.656951133296868162e-01 2.048843482076685707e-01 1.030203568282197011e+03 1.987832102080781956e-04 2.845471610157846332e+00
7.471179617676594331e-01 1.299922905363721171e+01 2.702796149486610400e-01 2.151254369572245251e-01 1.033911369817937839e+03 2.079679828941088590e-04 2.855667912357823912e+00
7.780999334679379320e-01 1.299029693370319194e+01 2.749120817222878155e-01 2.258458665291731560e-01 1.037792599629230153e+03 2.175074456723353295e-04 2.866379588962598035e+00
8.101339897013649649e-01 1.298769538252342670e+01 2.795929091222543739e-01 2.370689996892675067e-01 1.041855816464780901e+03 2.274223380942995377e-04 2.877507859496551745e+00
8.432209899581306622e-01 1.298198628181234149e+01 2.843224831919454743e-01 2.488192195878793922e-01 1.046110070184986625e+03 2.377284864096722631e-04 2.889200245176339443e+00
8.773584084795124083e-01 1.298045693433582137e+01 2.891011382348293024e-01 2.611231148365031896e-01 1.050564886554871691e+03 2.484281302297705173e-04 2.901492429770682335e+00
9.125401490399426274e-01 1.298820035700850895e+01 2.939288314333853847e-01 2.740078882968096097e-01 1.055230067570142182e+03 2.595270573324723307e-04 2.914259772514827151e+00
9.487563713854134662e-01 1.298812556903456539e+01 2.988057792836528725e-01 2.875031596001659251e-01 1.060116205904782191e+03 2.710631585500839673e-04 2.927942741152417927e+00
9.859932614143313012e-01 1.299928919229464697e+01 3.037318341217530859e-01 3.016387205933201421e-01 1.065234185161556070e+03 2.830139555296029064e-04 2.941770660757583755e+00
1.024232934352144353e+00 1.300785334215180633e+01 3.087069779310029349e-01 3.164457430077500244e-01 1.070595680641833951e+03 2.954219580781718407e-04 2.956719714361390139e+00
1.063453236896503062e+00 1.301767924133812748e+01 3.137308773051796784e-01 3.319599741299539830e-01 1.076212755935039922e+03 3.082912372664972818e-04 2.971918198795625798e+00
1.103627673099214945e+00 1.302856011587158491e+01 3.188032995222208066e-01 3.482137637373660666e-01 1.082098295781448087e+03 3.216203770572824243e-04 2.988456844122409528e+00
1.144725281369470160e+00 1.303880689802078052e+01 3.239237840572551375e-01 3.652479467929627965e-01 1.088265738261968409e+03 3.354389384081254261e-04 3.005362975020478444e+00
1.186710598282094908e+00 1.304985292132730201e+01 3.290918015062683222e-01 3.830980875610333070e-01 1.094729267066542661e+03 3.497535367705111877e-04 3.023121224034081234e+00
1.229543574719453192e+00 1.306759280718802962e+01 3.343067147299864095e-01 4.018025296052161188e-01 1.101503810370901419e+03 3.645733670744576702e-04 3.041313608124894152e+00
1.273179640472444252e+00 1.307934071207228932e+01 3.395678095336169822e-01 4.214270714363370085e-01 1.108605133141555598e+03 3.799281440313895968e-04 3.062010448878967672e+00
1.317569715769930427e+00 1.309090257959356585e+01 3.448741922443281926e-01 4.419800789488705917e-01 1.116049745616970995e+03 3.958019633560498130e-04 3.081983929004025402e+00
1.362660262927549271e+00 1.311014721894805390e+01 3.502249057668226917e-01 4.635361464388741415e-01 1.123855121067142818e+03 4.122148381028111039e-04 3.103503097620633255e+00
1.408393443442612192e+00 1.312028090875245567e+01 3.556188592626396416e-01 4.861395288345722321e-01 1.132039646602896255e+03 4.291910317936890916e-04 3.125928804114611381e+00
1.454707244000799760e+00 1.313873271689782918e+01 3.610548709510458254e-01 5.098415628126171661e-01 1.140622741365105639e+03 4.467229943772396033e-04 3.150004494853378745e+00
1.501535697058462571e+00 1.314967645946995134e+01 3.665315782235318287e-01 5.347054521855295617e-01 1.149624795093333205e+03 4.648383630595892524e-04 3.174154718300115974e+00
1.548809131414125906e+00 1.316097080048306367e+01 3.720475462377428877e-01 5.607814967321476107e-01 1.159067391454072322e+03 4.835338377558740788e-04 3.200584358198051316e+00
1.596454442905831161e+00 1.317738599981016456e+01 3.776011866840723319e-01 5.881345498040394526e-01 1.168973249038135691e+03 5.028180148865952484e-04 3.226989556916522339e+00
1.644395420973127298e+00 1.318922064534523386e+01 3.831908211770941319e-01 6.168385308582043924e-01 1.179366409474252805e+03 5.227048995820178469e-04 3.256427944540531083e+00
1.692553118338599338e+00 1.320005895995184986e+01 3.888145767991846302e-01 6.469589494666477814e-01 1.190272123209039364e+03 5.432001547986172602e-04 3.286786119637207015e+00
1.740846254874723886e+00 1.320926369400150513e+01 3.944705017589651419e-01 6.785659779918973289e-01 1.201717140510496165e+03 5.643103429420699745e-04 3.317364493090417810e+00
1.789191643189670389e+00 1.321734299578572269e+01 4.001565310335393200e-01 7.117374982480756396e-01 1.213729753475408643e+03 5.860308546623112713e-04 3.353787051351363235e+00
1.837504663344815770e+00 1.322075902850999718e+01 4.058703573537028597e-01 7.465703233654001902e-01 1.226339597743975446e+03 6.083837831181086557e-04 3.386058279122627468e+00
1.885699692136034278e+00 1.323014454171860521e+01 4.116097011257747185e-01 7.831394573401110337e-01 1.239578340059825905e+03 6.313609819343509681e-04 3.424780879312408377e+00
1.933690723027716496e+00 1.323065866682330061e+01 4.173720079074028644e-01 8.215174442446527836e-01 1.253479110141172896e+03 6.549538772735596795e-04 3.459925860993354529e+00
1.981391768362979144e+00 1.323216080821487672e+01 4.231547172152590464e-01 8.618148012173667549e-01 1.268077225905205523e+03 6.791654517337499279e-04 3.502859141741498927e+00
2.028717440315803699e+00 1.323754923073048495e+01 4.289550205817841966e-01 9.041724603459820875e-01 1.283409727378101252e+03 7.040262557841964067e-04 3.543051153609126036e+00
2.075583474968763831e+00 1.323722772138160586e+01 4.347699082762234157e-01 9.468762193692199514e-01 1.299515658988635323e+03 7.279151853941731977e-04 2.310329219203086648e+00
2.121890904710316050e+00 1.323092095066024498e+01 4.407308895797698578e-01 9.500053494453929437e-01 1.316436275806818912e+03 7.218406591098563887e-04 1.119094046211383392e-01
2.167471733856157989e+00 1.323047071446527667e+01 4.469948523605518642e-01 9.500015989875706390e-01 1.334204062108648714e+03 7.122381871671690451e-04 -5.329028459254701085e-05
2.212139847106961543e+00 1.322120029329913926e+01 4.535741254586561633e-01 9.500016467579344148e-01 1.352853372639187000e+03 7.024341434440016215e-04 1.101024394732868334e-04
2.255717583005832694e+00 1.321814514065131618e+01 4.604814539150847152e-01 9.500049608612183283e-01 1.372417956089016116e+03 6.924378137309655963e-04 -9.571580925452466665e-05
2.298038623100736366e+00 1.320810152817170469e+01 4.677296507326149100e-01 9.499973032970998599e-01 1.392932353954452765e+03 6.822519674721874705e-04 -1.476788837766910352e-04
2.338949605267394816e+00 1.319736616409709917e+01 4.753319405397930519e-01 9.500007192737035533e-01 1.414431775202415793e+03 6.719014164872194172e-04 3.579462737184559189e-05
2.378311529328115626e+00 1.317842130569479764e+01 4.833017937172674472e-01 9.500018318857427202e-01 1.436952312441672802e+03 6.613911872217748643e-04 1.892233643379265555e-04
2.416000352412391194e+00 1.316095051460674981e+01 4.916529528610119049e-01 9.500017031426769565e-01 1.460530339766772158e+03 6.507357635703779836e-04 -6.473440338016343983e-05
2.451907565620671914e+00 1.314048359814899847e+01 5.003995006841859272e-01 9.499987946588077659e-01 1.485203210210086581e+03 6.399469119905976935e-04 -1.202915840221110310e-04
2.485940161341552379e+00 1.311827179066619031e+01 5.095558068637228155e-01 9.500029934290399325e-01 1.511008910010433965e+03 6.290454997620222987e-04 2.788970005573236199e-04
2.518020733459354510e+00 1.309131526792366351e+01 5.191365079115596304e-01 9.499996932655279114e-01 1.537985897550933487e+03 6.180373488431724393e-04 -2.275187174020581278e-04
2.548087069007104244e+00 1.306203231348693627e+01 5.291566356167523022e-01 9.500013664525595036e-01 1.566173582841222924e+03 6.069451571285623421e-04 1.016948029604555781e-04
2.576091767463382087e+00 1.303217416299968612e+01 5.396314612352726137e-01 9.500009608966075714e-01 1.595611864175713663e+03 5.957799064547371739e-04 -1.148307182664233994e-04
2.602001484123279695e+00 1.299883898317069431e+01 5.505766351821896887e-01 9.499994017357945575e-01 1.626341515081599937e+03 5.845576234187104068e-04 1.726085524307108612e-04
2.625796356065916992e+00 1.296232626503655894e+01 5.620080927200092891e-01 9.500026655432567413e-01 1.658403886259566207e+03 5.732972495029310753e-04 -2.089247364731731710e-04
2.647469126143231488e+00 1.292723456432045559e+01 5.739422178741798719e-01 9.499908621809081133e-01 1.691841306956904418e+03 5.620025175144006133e-04 4.308559302395260741e-03
2.667024339352083384e+00 1.288161591982953702e+01 5.863953854042087688e-01 9.499580701771449531e-01 1.726695988836278730e+03 5.506972838625403014e-04 -5.737035232324586356e-03
2.684477295257647889e+00 1.283879589378193842e+01 5.993853571712911554e-01 9.500084509808284228e-01 1.763013681830596852e+03 5.394212330269614400e-04 1.914733634932386567e-04
2.699853053233180145e+00 1.278993879519584098e+01 6.129289474295699369e-01 9.500010244795538128e-01 1.800837362668041578e+03 5.281428061752858156e-04 2.849846852691419489e-04
2.713185788131526444e+00 1.274057319230716523e+01 6.270442423243268726e-01 9.499954575459514938e-01 1.840213070952896487e+03 5.169003290383176845e-04 1.523699528590979034e-04
2.724517575244582712e+00 1.268974832851338519e+01 6.417494153056140238e-01 9.500033543559988081e-01 1.881187443639666981e+03 5.057126539292600923e-04 -6.841652106887857331e-05
2.733897375503160365e+00 1.263915655771511659e+01 6.570633143831983158e-01 9.499999827372068717e-01 1.923807986707747432e+03 4.945803437437201180e-04 1.652658835829503474e-04
2.741380443346503881e+00 1.258126917485776453e+01 6.730050994258931496e-01 9.500012036312881492e-01 1.968123299949188095e+03 4.835245546097656521e-04 -6.389196005010748904e-05
2.747027315145781579e+00 1.252774802096188367e+01 6.895944711330374011e-01 9.499967630829849741e-01 2.014183084254316327e+03 4.725532181711452262e-04 3.011393492301582718e-05
2.750902900099049475e+00 1.246876222189490235e+01 7.068516145360068670e-01 9.500012398159276561e-01 2.062038190786181531e+03 4.616846722882599671e-04 -3.912459742827272750e-04
2.753075807871859570e+00 1.240825539466071348e+01 7.247972834124171149e-01 9.500007219173096651e-01 2.111740708165641081e+03 4.509228425212386785e-04 -6.820314626748235934e-06
2.753617581061495567e+00 1.234154505645611799e+01 7.434527719068342311e-01 9.499951258066842152e-01 2.163343985197934217e+03 4.402809152024959069e-04 -5.655127314217582319e-04
2.752602224386409002e+00 1.227976153626118894e+01 7.628400227462674987e-01 9.500085233586889055e-01 2.216902841712332702e+03 4.297714099416488393e-04 1.533555755001474565e-03
2.750105250775648713e+00 1.221758890209693860e+01 7.829814094074927233e-01 9.500040329377154036e-01 2.272473046631446323e+03 4.194005416102765957e-04 5.155955096406072621e-04
2.746203450911854915e+00 1.214963257213975290e+01 8.039001764333966182e-01 9.500006477610858369e-01 2.330112456490071963e+03 4.091774901672513409e-04 2.395430903399090359e-05
