# M(MSol)        R(km)       nb_c(fm^-3)     cs2_c       mub_c(fm^-3) cs2_mub_Vavg  mub_cs2p_Vavg
5.516588069587265997e-01 1.306797057488785718e+01 2.609864368641577892e-01 1.163616856653604675e-01 1.012760139136418502e+03 1.148096585388357180e-04 1.733658288455208307e+00
5.719066741506436680e-01 1.301715992929904964e+01 2.670128320860642446e-01 1.210696249448117573e-01 1.015509770126352350e+03 1.191266579694551898e-04 1.738276461601451217e+00
5.927233591792026024e-01 1.296718154375619037e+01 2.731650371824460022e-01 1.259690102033589887e-01 1.018372552960872440e+03 1.236001490468515167e-04 1.743091042983868411e+00
6.141108396726707719e-01 1.291795497974611173e+01 2.794415667328620789e-01 1.310683899659094154e-01 1.021351273986766500e+03 1.282395121928473153e-04 1.748106974607316566e+00
6.360700312127272049e-01 1.287746313791121544e+01 2.858471999708330769e-01 1.363759763691142213e-01 1.024452541325826815e+03 1.330109259109549518e-04 1.753344954387108023e+00
6.586007908589559534e-01 1.283768573498844567e+01 2.923815107440855821e-01 1.419005821514827126e-01 1.027680482123612137e+03 1.380003771407958271e-04 1.758802466338933890e+00
6.817013945358431082e-01 1.279748225209177370e+01 2.990470154446314144e-01 1.476519462434761065e-01 1.031040636092199748e+03 1.430923365741829849e-04 1.764490577644573177e+00
7.053691154659953444e-01 1.275942069555866709e+01 3.058459264806048794e-01 1.536390552072547655e-01 1.034539281110646925e+03 1.483928398395293940e-04 1.770417265175915356e+00
7.295995923424261065e-01 1.272755293754360295e+01 3.127786826863100944e-01 1.598723339709096358e-01 1.038181488812969064e+03 1.539005579816224683e-04 1.776592247317301032e+00
7.543869652727445141e-01 1.269767704093512428e+01 3.198476161017839714e-01 1.663625963377998729e-01 1.041973778951676650e+03 1.595352806336638866e-04 1.783045896373215866e+00
7.797239561097246696e-01 1.266783471570546915e+01 3.270544807595394676e-01 1.731205315111115361e-01 1.045922913829708477e+03 1.653823312635253147e-04 1.789748447473418214e+00
8.056015933021396513e-01 1.263773486740814711e+01 3.344002255842934423e-01 1.801576627336914926e-01 1.050035299950454828e+03 1.714384098459012431e-04 1.796719063078676237e+00
8.320092013966980948e-01 1.260934595750926057e+01 3.418861960666260691e-01 1.874860712970408683e-01 1.054317903229247122e+03 1.777013816014268068e-04 1.803987012409792756e+00
8.589343978819634629e-01 1.258044483814284398e+01 3.495138651868875956e-01 1.951187077606242881e-01 1.058778197728867781e+03 1.841443128496604207e-04 1.811588679383485667e+00
8.863630494599378240e-01 1.256018400700921589e+01 3.572846628191260754e-01 2.030685789345536840e-01 1.063424084935118344e+03 1.907976132873973572e-04 1.819487634311480750e+00
9.142791747449013906e-01 1.253023234608571634e+01 3.651996078443769944e-01 2.113493859832164257e-01 1.068263573351286595e+03 1.976713291683390825e-04 1.827721360494717340e+00
9.426649737610799384e-01 1.250793934003450047e+01 3.732597188053102255e-01 2.199758103022343425e-01 1.073305100281778323e+03 2.047681845391340029e-04 1.836327402632928152e+00
9.715007383201023083e-01 1.248774442663618167e+01 3.814659292952176095e-01 2.289632248762199229e-01 1.078557515339714655e+03 2.120920988117543397e-04 1.845281068970582750e+00
1.000764906654860287e+00 1.245966455742826540e+01 3.898190829918475875e-01 2.383270726918989002e-01 1.084030103388235375e+03 2.196475566599290956e-04 1.854605674909801438e+00
1.030434011055533228e+00 1.243871127851859981e+01 3.983199331820129752e-01 2.480844761509838903e-01 1.089732611113231314e+03 2.274404604672225158e-04 1.864326264396239052e+00
1.060482682146291156e+00 1.241810625109619615e+01 4.069690716106733608e-01 2.582523293573052436e-01 1.095675228028222364e+03 2.354769293236449003e-04 1.874390170619868234e+00
1.090883715302527035e+00 1.239032091376920164e+01 4.157670642406087747e-01 2.688487163790302392e-01 1.101868710805714045e+03 2.437638359802514715e-04 1.884910377295039519e+00
1.121608017739055496e+00 1.236923427497962535e+01 4.247141498407964177e-01 2.798935164020306399e-01 1.108324173207900913e+03 2.522825593506133478e-04 1.896033062902511945e+00
1.152624736579213272e+00 1.234852560459506066e+01 4.338104424851841334e-01 2.914077462926513706e-01 1.115053299113588309e+03 2.610612746581926599e-04 1.907522992558612795e+00
1.183901270123158378e+00 1.232027354874511005e+01 4.430560218471609191e-01 3.034102118429568562e-01 1.122068474899782359e+03 2.701107670247378874e-04 1.919241959973827516e+00
1.215403332940366399e+00 1.229961011888092060e+01 4.524509105171280465e-01 3.159226722416350053e-01 1.129382761284174421e+03 2.794223976714656720e-04 1.931940580010411690e+00
1.247095008502993263e+00 1.227138537539597962e+01 4.619945530009227364e-01 3.289742791302789904e-01 1.137009474746392470e+03 2.889967013925168974e-04 1.945017444130570095e+00
1.278938963449734789e+00 1.224959670635013609e+01 4.716866089316097965e-01 3.425803722421101316e-01 1.144963043077969360e+03 2.988580167657853108e-04 1.958256682583665809e+00
1.310896394388240127e+00 1.222103617917110974e+01 4.815263013791549751e-01 3.567731024665449779e-01 1.153258277557906695e+03 3.089797327369236783e-04 1.972637974813532091e+00
1.342927231793568321e+00 1.219937569803980892e+01 4.915128408103603408e-01 3.715772373953967200e-01 1.161911019221106699e+03 3.193937801280609021e-04 1.987321671899096920e+00
1.374990293877616621e+00 1.216986736810029512e+01 5.016450210958499634e-01 3.870201889947658125e-01 1.170937629712070475e+03 3.300962306642200297e-04 2.002769334851273619e+00
1.407043380872448068e+00 1.214040187371920432e+01 5.119215559889974676e-01 4.031323600052773570e-01 1.180355471321161986e+03 3.410732362903635289e-04 2.018637317106270590e+00
1.439043435024142781e+00 1.211099548339167420e+01 5.223409698558170167e-01 4.199472693692180569e-01 1.190182842900036349e+03 3.523477417694010358e-04 2.035659716776213379e+00
1.470946781593617025e+00 1.208130927405446009e+01 5.329013862067358831e-01 4.374914014075566571e-01 1.200438801686750594e+03 3.639153529461171851e-04 2.052822446704639869e+00
1.502709192336042943e+00 1.205098907565411182e+01 5.436008285046679545e-01 4.558095131587562299e-01 1.211143537366601322e+03 3.757825035292833879e-04 2.071509786546952281e+00
1.534286174792252488e+00 1.202032114323813161e+01 5.544369566435342067e-01 4.749255663632656610e-01 1.222318181399678224e+03 3.879441004541158214e-04 2.090091314351542273e+00
1.565633063559708216e+00 1.199030524195777758e+01 5.654072973531921731e-01 4.948854939458200430e-01 1.233985106037906462e+03 4.004075847733021862e-04 2.110141763300048101e+00
1.596705327615061121e+00 1.195731990447255733e+01 5.765090196404661915e-01 5.157274663198535558e-01 1.246167765140210349e+03 4.131719419746202049e-04 2.130938068088304327e+00
1.627458671670609203e+00 1.192041724056722884e+01 5.877389914300726881e-01 5.374958987577079794e-01 1.258890806008705795e+03 4.262298969447375868e-04 2.152472988569451129e+00
1.657849281608291481e+00 1.188703385424784642e+01 5.990938989438254758e-01 5.602313228932818134e-01 1.272180339568728414e+03 4.395970340166806527e-04 2.175132046741619085e+00
1.687834088492118134e+00 1.185029975631170451e+01 6.105700285563578911e-01 5.839816376741013837e-01 1.286063700830254902e+03 4.532552206149803955e-04 2.198049366244747560e+00
1.717370874460705688e+00 1.181044705981141796e+01 6.221634788711168929e-01 6.088143305927441462e-01 1.300569861879954715e+03 4.672299384754898606e-04 2.222653618579698342e+00
1.746418493331353128e+00 1.177055321898553331e+01 6.338700879134523403e-01 6.347365218178466773e-01 1.315729391555486927e+03 4.814806369081555066e-04 2.250709809460721633e+00
1.774937114804213678e+00 1.173055856502378980e+01 6.456851747802412333e-01 6.618433159369309093e-01 1.331574243025039095e+03 4.960349938069259822e-04 2.276927377383786588e+00
1.802888382618518248e+00 1.169052250813646054e+01 6.576039073391641843e-01 6.901790141144301671e-01 1.348138321956999334e+03 5.108792363637066009e-04 2.304030629987474654e+00
1.830235592426149305e+00 1.165024441599302030e+01 6.696211855131194435e-01 7.198195750607248034e-01 1.365457457569649023e+03 5.260191556344114656e-04 2.335100330105807309e+00
1.856943867931302616e+00 1.160825649835929951e+01 6.817314778117903318e-01 7.507989782315711569e-01 1.383569287133343323e+03 5.414409454731837056e-04 2.363591456582837758e+00
1.882980355765384584e+00 1.156095003410878697e+01 6.939291519498749228e-01 7.832095486170232990e-01 1.402513840714585967e+03 5.571382280841458536e-04 2.397610674351749349e+00
1.908314274939000743e+00 1.151802774581958566e+01 7.062079873525521911e-01 8.171192742598161196e-01 1.422332962642894245e+03 5.731182972823290270e-04 2.430888846508925560e+00
1.932917163567925867e+00 1.147177738859090823e+01 7.185617590237594055e-01 8.525877675287443225e-01 1.443071321079734844e+03 5.893515875463078329e-04 2.466903496093820092e+00
1.956762921323340398e+00 1.142181043865578438e+01 7.309837147093127818e-01 8.897259983441648812e-01 1.464775732750792258e+03 6.058598800871484906e-04 2.503101622498819179e+00
1.979827938258331699e+00 1.137784593065912553e+01 7.434668781311180030e-01 9.283188447483439187e-01 1.487495783160676865e+03 6.225545778306356510e-04 2.501406017756445443e+00
2.002090027627453583e+00 1.132832528372739311e+01 7.560639709234148187e-01 9.498742553017123225e-01 1.511285457766698528e+03 6.290222214218347749e-04 6.789299567194553298e-01
2.023500679784870471e+00 1.127870739061320116e+01 7.691835581115166187e-01 9.500036276656934620e-01 1.536186980046039025e+03 6.195117107620000353e-04 -3.990852526776188236e-04
2.043977246144008220e+00 1.122859905063602604e+01 7.829236005219053496e-01 9.499934887285674812e-01 1.562244489349220203e+03 6.092616199624625991e-04 3.735446747788418115e-04
2.063437950152480216e+00 1.117819905731836450e+01 7.973062590651446291e-01 9.500070141474553642e-01 1.589496208120594929e+03 5.989219290238609675e-04 -3.449732750503346594e-04
2.081807893769840767e+00 1.112774620676460913e+01 8.123545919597460196e-01 9.500021683607174916e-01 1.617982963785698530e+03 5.884808266868921762e-04 -2.573831629266859489e-04
2.099021218320126447e+00 1.107730434025648059e+01 8.280921042497623175e-01 9.499962724460820906e-01 1.647746094492747034e+03 5.779617066512173504e-04 1.024603807538855381e-04
2.115021651768647981e+00 1.102140291159791374e+01 8.445427488027169582e-01 9.499963307033822968e-01 1.678827760899323721e+03 5.673867922916685973e-04 5.054773254154442102e-04
2.129763241704079046e+00 1.096806155314770592e+01 8.617307691306000939e-01 9.499976987233927916e-01 1.711270263748616117e+03 5.567715559733013185e-04 -1.319049857989841807e-03
2.143210091789222727e+00 1.091723394003613912e+01 8.796814601046822890e-01 9.499994740084137801e-01 1.745117802597140553e+03 5.461201786909304157e-04 5.888031786125673839e-04
2.155336349325314593e+00 1.086024875473853513e+01 8.984201293672694488e-01 9.499980877508187316e-01 1.780414334412823564e+03 5.354600611009134722e-04 -9.193411342606653625e-04
2.166125613926985771e+00 1.080100357798715649e+01 9.179730941575112713e-01 9.499974016085587225e-01 1.817205478114743528e+03 5.247953649490206488e-04 -1.748556925517246935e-05
2.175570691615092755e+00 1.074817944408870218e+01 9.383669229327031847e-01 9.500027307393941189e-01 1.855537092226725690e+03 5.141524558935645778e-04 -3.354831016572570206e-05
2.183672606647820480e+00 1.068791356717778207e+01 9.596289557864375874e-01 9.499981523655098847e-01 1.895456242630547422e+03 5.035368134849918910e-04 -3.220247219647811091e-04
2.190440426213480674e+00 1.063034602096439052e+01 9.817872395711358946e-01 9.500004402443930074e-01 1.937011043786478695e+03 4.929668345302525836e-04 1.401412197684294056e-04
2.195890158358122957e+00 1.057135580359414462e+01 1.004870309743155499e+00 9.500062804310589470e-01 1.980250354497383569e+03 4.824578071266207393e-04 3.948601375323849733e-04
2.200044325009722357e+00 1.051200937748649622e+01 1.028907551193275038e+00 9.499980075869898233e-01 2.025224243631372474e+03 4.720215351532177327e-04 8.471646981748651322e-06
