# M(MSol)        R(km)       nb_c(fm^-3)     cs2_c       mub_c(fm^-3) cs2_mub_Vavg  mub_cs2p_Vavg
5.350769763883483909e-01 1.303715520109671111e+01 2.720461254223119907e-01 9.741580080717578138e-02 1.012078778205475032e+03 9.617281461393086266e-05 1.255195551773466311e+00
5.528293065174850751e-01 1.297765214290368085e+01 2.792733313501944425e-01 1.006825110025468956e-01 1.014712034024938248e+03 9.909648082471903072e-05 1.258394900788269766e+00
5.709206302767555474e-01 1.291724316103143622e+01 2.866979701492675114e-01 1.040699867914201687e-01 1.017443388972599564e+03 1.021999546118305578e-04 1.261711070482991026e+00
5.893446404718087894e-01 1.285779041857396088e+01 2.943290272416743680e-01 1.075844204880920807e-01 1.020278144267295716e+03 1.053370712489654250e-04 1.265163670856048750e+00
6.080951991018228586e-01 1.280799789093265240e+01 3.021632823161169434e-01 1.112284208822328646e-01 1.023215970065932652e+03 1.085810511393127918e-04 1.268746825436009917e+00
6.271659342689744898e-01 1.275120052418601091e+01 3.102101124132769505e-01 1.150080713726295972e-01 1.026264845946489231e+03 1.119845241721564622e-04 1.272465192283995794e+00
6.465488012171030086e-01 1.269979585563155311e+01 3.184709236111546993e-01 1.189280817966502507e-01 1.029425856773865462e+03 1.153939064723639925e-04 1.276328454553031344e+00
6.662364494547263760e-01 1.265056696168698558e+01 3.269494962838350727e-01 1.229931881260265814e-01 1.032704520673411480e+03 1.190108543301678085e-04 1.280333295332072074e+00
6.862196943396814408e-01 1.260692193106996584e+01 3.356523835793976951e-01 1.272098304630282506e-01 1.036105622185494667e+03 1.226376007083484999e-04 1.284502555447380789e+00
7.064896087053958995e-01 1.255747551751315250e+01 3.445798848497486633e-01 1.315824470583102923e-01 1.039632289576598168e+03 1.264556051819040283e-04 1.288826120443285150e+00
7.270358941375753004e-01 1.250915835899940021e+01 3.537400240690001252e-01 1.361183006868825485e-01 1.043291177717341498e+03 1.303221955786063328e-04 1.293325781823983389e+00
7.478480661383120065e-01 1.246784422853766117e+01 3.631329714302724554e-01 1.408223339153839293e-01 1.047085303275124261e+03 1.343680334609976699e-04 1.297994848338023699e+00
7.689144762065941441e-01 1.241967770860678222e+01 3.727660826890110690e-01 1.457020316451869690e-01 1.051021523003593529e+03 1.384664131097192695e-04 1.302825909969721918e+00
7.902231864306261677e-01 1.237788796189876628e+01 3.826408108892265236e-01 1.507631411917914332e-01 1.055104118740696322e+03 1.427669435098605265e-04 1.307831858177688655e+00
8.117610460221624802e-01 1.233638437329121551e+01 3.927624805736797953e-01 1.560130192826953144e-01 1.059338972543093178e+03 1.470956895271212188e-04 1.313032648563583482e+00
8.335146015129060171e-01 1.228815038370482959e+01 4.031350340225616224e-01 1.614589363654995169e-01 1.063732614148558241e+03 1.516173172590459068e-04 1.318433843073558043e+00
8.554692776538611598e-01 1.224986402608733727e+01 4.137610329824749078e-01 1.671084254480327824e-01 1.068289721158715111e+03 1.562419813604851138e-04 1.324053995972614972e+00
8.776099272506920901e-01 1.220725962186694602e+01 4.246463610524948695e-01 1.729697396427603562e-01 1.073018359430365081e+03 1.609902468756816698e-04 1.329872914778662318e+00
8.999206603750499189e-01 1.215912999370335079e+01 4.357932889164563561e-01 1.790506528935586206e-01 1.077924217438534470e+03 1.659104524363441018e-04 1.335902866923303733e+00
9.223846867751827050e-01 1.211804295777986340e+01 4.472055327663853053e-01 1.853597873143367214e-01 1.083013931206059397e+03 1.709285267933182914e-04 1.342161536717211057e+00
9.449845963881994271e-01 1.207202316084128846e+01 4.588878368864992563e-01 1.919065237670034285e-01 1.088295777461816897e+03 1.760854889757663771e-04 1.348667461152913916e+00
9.677022267068896566e-01 1.202911075836873245e+01 4.708429880354481623e-01 1.987000330429678219e-01 1.093776837170680210e+03 1.814049784506542389e-04 1.355419649606961929e+00
9.905186684653456419e-01 1.198891831869216951e+01 4.830741921599802646e-01 2.057500835927009719e-01 1.099464734584855705e+03 1.868805399645916750e-04 1.362418744890124822e+00
1.013414326835900159e+00 1.194020222589299074e+01 4.955849984965009503e-01 2.130669232308216587e-01 1.105367850837229298e+03 1.924644759181560864e-04 1.369673897240689886e+00
1.036368940055270027e+00 1.189976196081093285e+01 5.083789707359389620e-01 2.206612289438606156e-01 1.111495189383742627e+03 1.982020239060694228e-04 1.377235733485628222e+00
1.059361638983369991e+00 1.185004112995763492e+01 5.214589513113355723e-01 2.285445998176437177e-01 1.117855625906380283e+03 2.040979739112454131e-04 1.385104865957238918e+00
1.082370930591402436e+00 1.180850949293409258e+01 5.348277385514522697e-01 2.367287087357118347e-01 1.124458506361218042e+03 2.101505727312989226e-04 1.393237437199317252e+00
1.105374759456441147e+00 1.175948632649504688e+01 5.484880635130958693e-01 2.452251578803128496e-01 1.131313680201899388e+03 2.163588142785360013e-04 1.401618414390466416e+00
1.128350570693608557e+00 1.171050136558499233e+01 5.624425401156338822e-01 2.540464559445446691e-01 1.138431495106867942e+03 2.227228637516177423e-04 1.410337676927622130e+00
1.151275322435248993e+00 1.166715348029055654e+01 5.766935573553744199e-01 2.632067980106666538e-01 1.145822765297776186e+03 2.292445797639256725e-04 1.419461182564782709e+00
1.174125564562527257e+00 1.161935737604637531e+01 5.912432339885933530e-01 2.727202707680346783e-01 1.153498775649931986e+03 2.359261864250037613e-04 1.428925291151287080e+00
1.196877514814285837e+00 1.157020670165962528e+01 6.060935076253521903e-01 2.826012922886813050e-01 1.161471363384705910e+03 2.427701426702752333e-04 1.438759136310422626e+00
1.219507059535120730e+00 1.151998483078402913e+01 6.212460391280466565e-01 2.928656133250567284e-01 1.169752908134273184e+03 2.497800231089726455e-04 1.448933276840585149e+00
1.241989914389286520e+00 1.147020167810512170e+01 6.367022948804146321e-01 3.035281597116897268e-01 1.178356423690658403e+03 2.569588656870075948e-04 1.459408576334998653e+00
1.264301570167373656e+00 1.141874403143517291e+01 6.524635174546072891e-01 3.146057547178691127e-01 1.187295583300826138e+03 2.643102633945726139e-04 1.470456759608921526e+00
1.286417491207499264e+00 1.136662700210083621e+01 6.685304318715622474e-01 3.261189785420005594e-01 1.196584468292606743e+03 2.718141933086547788e-04 1.481982140853004726e+00
1.308313107757234972e+00 1.131050416781680923e+01 6.849034133155971205e-01 3.380827858137959163e-01 1.206237909383131637e+03 2.794870866453910327e-04 1.493656969196749618e+00
1.329963941796232341e+00 1.126032827378967482e+01 7.015829855974786700e-01 3.505173744614124565e-01 1.216271845971409448e+03 2.873441270669221752e-04 1.506016082681421953e+00
1.351345625663563865e+00 1.120238624096969993e+01 7.185688737456701336e-01 3.634448019524376683e-01 1.226702527793561330e+03 2.953600757193157369e-04 1.518851050940728253e+00
1.372434081242230430e+00 1.115005044538349566e+01 7.358604856083218460e-01 3.768844660325531559e-01 1.237547123480100709e+03 3.035508298881939510e-04 1.532051118743009477e+00
1.393205519630285938e+00 1.109171888559640351e+01 7.534571360941128004e-01 3.908600599847082968e-01 1.248823881630483129e+03 3.119140375601970271e-04 1.545942093558804853e+00
1.413636552960948034e+00 1.103992077976607789e+01 7.713573219791998170e-01 4.053923179168359425e-01 1.260551594343968645e+03 3.204491762572835023e-04 1.560102651457875744e+00
1.433704283052817496e+00 1.098041867819100581e+01 7.895595117328186863e-01 4.205128062868332961e-01 1.272750275246289220e+03 3.291499590074876145e-04 1.575378134322049872e+00
1.453386390415561502e+00 1.092090413686461936e+01 8.080614559926706519e-01 4.362395881756381821e-01 1.285440848537254396e+03 3.380307110292794142e-04 1.590603803606188693e+00
1.472661237992676675e+00 1.086181583184264277e+01 8.268605745712039878e-01 4.526026762859459152e-01 1.298645261066206558e+03 3.470768673859953132e-04 1.606775616115157845e+00
1.491507887814414568e+00 1.080721092615595502e+01 8.459537861142885085e-01 4.696327051127599517e-01 1.312386603153109945e+03 3.562890361760140921e-04 1.623475527102605120e+00
1.509906209003624600e+00 1.074738609310156434e+01 8.653375974244347235e-01 4.873570773360306196e-01 1.326689222325055653e+03 3.656686600465979269e-04 1.641022508303043859e+00
1.527837027100428013e+00 1.068717989594031792e+01 8.850078840328620133e-01 5.058095814590466421e-01 1.341578622568993524e+03 3.752164464641638639e-04 1.659107954909657900e+00
1.545282069232254862e+00 1.062168787097368039e+01 9.049600907514331327e-01 5.250222288518130442e-01 1.357081688822642491e+03 3.849282879617590232e-04 1.678070789205981850e+00
1.562224150719969007e+00 1.056072514214876179e+01 9.251890570446710260e-01 5.450302267205682227e-01 1.373226651076452754e+03 3.948021094491362018e-04 1.697516574091540109e+00
1.578647145853158795e+00 1.050063714763692424e+01 9.456891808147941392e-01 5.658701171433069277e-01 1.390043321091770849e+03 4.048330471401954522e-04 1.718090252135126672e+00
1.594536139707269040e+00 1.043811760879965078e+01 9.664541702540779822e-01 5.875781876017951433e-01 1.407563001442609448e+03 4.150194581833674184e-04 1.738640304621109633e+00
1.609877402028578652e+00 1.037805093523867939e+01 9.874774262725368734e-01 6.102076013553771050e-01 1.425818812597664873e+03 4.253615240776957595e-04 1.761740824627446189e+00
1.624658474830604105e+00 1.031117218041088357e+01 1.008751382170711475e+00 6.337837722633625770e-01 1.444845398590265631e+03 4.358494759527358625e-04 1.784122037921649140e+00
1.638868249873668415e+00 1.024792471841858443e+01 1.030268167313841632e+00 6.583633348127599927e-01 1.464679438499569414e+03 4.464834514617675070e-04 1.808251421160530503e+00
1.652496886936886566e+00 1.018781797121851262e+01 1.052019246304423117e+00 6.839907770587630997e-01 1.485359605641466032e+03 4.572577710596762075e-04 1.833043231880537860e+00
1.665536041589605221e+00 1.011817857756587991e+01 1.073995742014032695e+00 7.107061289045110142e-01 1.506926900301401020e+03 4.681567850471510467e-04 1.858571977025440303e+00
1.677978652984821739e+00 1.005714426458988697e+01 1.096187097064756477e+00 7.385871167443573970e-01 1.529423479001717396e+03 4.792171883963610552e-04 1.882881642275282985e+00
1.689819147709095137e+00 9.988036975647546001e+00 1.118583805472710413e+00 7.676818246173058302e-01 1.552895528610392148e+03 4.903733063901439442e-04 1.913884253485923059e+00
1.701053401233019624e+00 9.921480235551468851e+00 1.141174705487336904e+00 7.980436710308951298e-01 1.577390697746569458e+03 5.016577271642411184e-04 1.943976681149872654e+00
1.711678679403977998e+00 9.857621760493282537e+00 1.163948186702027154e+00 8.297308244081590400e-01 1.602959422849652810e+03 5.130555465004671672e-04 1.974019034331136124e+00
1.721693626477857064e+00 9.789083162960146467e+00 1.186892252414869064e+00 8.628090381034880796e-01 1.629655238249323247e+03 5.245531119181480115e-04 2.005587840295492086e+00
1.731098409916776992e+00 9.727432871657708091e+00 1.209994119164275350e+00 8.973666395385606620e-01 1.657534415804138462e+03 5.361567824707702328e-04 2.039047996943378571e+00
1.739894564244576003e+00 9.658047387257472138e+00 1.233240608227009094e+00 9.334228757929021736e-01 1.686656642494624293e+03 5.478546694818099043e-04 2.069940857355433206e+00
1.748084089053137280e+00 9.590300216213732298e+00 1.256762364751434102e+00 9.499930150406050711e-01 1.717084072603843879e+03 5.560600830224722915e-04 1.067840090732864455e+00
1.755653255862074769e+00 9.527534426289777869e+00 1.281263935001426102e+00 9.499991782729466649e-01 1.748870899880745128e+03 5.484350495013392288e-04 8.039124652905599300e-03
1.762569040773899642e+00 9.459371516989072859e+00 1.306872594750304151e+00 9.500006350206997574e-01 1.782061425156248333e+03 5.386901480202937022e-04 -6.034499541270576780e-04
1.768796900269529626e+00 9.397645169171157775e+00 1.333626363930793479e+00 9.500109400894103384e-01 1.816701371465162538e+03 5.289216437260234544e-04 5.794676676858400750e-05
